0,Western Sahara campaigner still blocked from returning home by Moroccan authorities; on twentieth day of hunger strike
0,Relative of Afghan president Hamid Karzai shot dead by NATO troops
0,Fall sweeps through Texas
1,19 Times Twitter Perfectly Summed Up Your Inner Grandma
0,Authorities search for victims of Peruvian air crash
0,Felix Loch wins season opening World Cup luge race in Austria
0,Russia Ready to Resume Gas Shipments to Europe
0,Former WorldCom CEO Ebbers sentenced to 25 years
0,Australian airline Qantas faces engineers strike
0,Quakes push Canary Islands up eleven centimetres
0,Australian man threatens to shoot down chopper with tomato-bazooka
1,22 Pictures People Who Are Good Students Will Never Understand
1,Which Taco Bell Menu Item Matches Your Zodiac Sign
1,This Is For Everyone Who Fits Into Both Slytherin And Hufflepuff Houses
0,Madden Ends Career as N.F.L. Analyst
0,"In Battle to Land Embattled Governor, Messages Show Extra-Sharp Media Elbows"
1,People Mash Up Various Fast Foods To Create The Ultimate Food
1,19 Things That Happen When You Have The Sunday Scaries
1,Do You Recognize These 2015 Chart Toppers
1,6 Things I Wish I Knew As A Teen
1,Which Pop Diva's Scent Should You Wear Based On Your Birthstone
1,"Which ""How I Met Your Mother"" Home Should You Live In"
0,Former US Senator Jesse Helms dead at 86
1,How to Deal With Unrequited Love
0,British soap opera Coronation Street celebrates 50 years on air
1,15 Ways To Not Be A Terrible Person
0,"Wildfires still burn in Oklahoma, Texas"
0,"In Rhode Island, Hoping a Tall Ship Can Help a Sagging Economy"
0,ICANN top-level .xxx domain name not dead yet
1,23 Tumblr Posts About Christmas That Will Make You Laugh Out Loud
0,"Siemens Profit Drops 81%, but Revenue Is Up"
1,Where's The Best Family-Friendly Vacation Spot
0,UK bans export of fraudulent bomb detector; arrests director of manufacturer
0,Facebook takes down groups supporting Austin crash pilot
1,We Know Your Personality Based On Your Handwriting
0,NASA: Old Arctic sea ice continues to melt
0,Tour Teams Aim to Repeal Two-Stage Ban on Radios
1,Which Good Luck Charm Matches Your Personality
1,"Emma Stone And Lena Dunham Came Up With 11 Things You Can Call Them Other Than ""Sweetheart"""
0,Bomb threat forces Russian jet to land
1,What's Your Sex Patronus
0,"Even Amid This Slump, Demand for Toyota Prius Is Insatiable"
1,16 Stunning And Easy Ways To Tie Your Hijab
0,US State department official resigns after Wikileaks comments
0,Much of UK placed on flood alert by Met Office
1,19 People Who Are Never Allowed To Use A Microwave Again
0,"Students raise record amounts of money during Christmas fundraiser at Benet Academy, Illinois"
1,What Kind Of Roommate Are You Actually
1,Get The Best Of BuzzFeed Each Day With Our Daily Newsletter
0,"As Real Madrid Packs in Players, Some Must Go"
0,"EU deems UK privacy laws inadequate, takes legal action"
0,"Leader of Puerto Rican People’s Army shot, killed by FBI"
1,24 Times Twitter Went Way Too Fucking Far
1,23 Celebrity Couples We Loved And Lost In 2015
1,"How Well Do You Know The Lyrics To ""Stacy's Mom"""
0,"US presidential candidate Obama speaks in Berlin, Germany"
0,"For U.S.O.C., Sponsorships Become a Challenge"
1,12 Presidential Candidates And Their Dog Twins
0,"'Explosive' Haitian cholera outbreak kills 292, neighboring countries prepare"
1,Uzo Aduba's Emmys Acceptance Speech Will Make You Feel All The Feelings
0,Alcoa Lost $1.19 Billion as 4th-Quarter Sales Fell
1,"Justin Bieber's ""GQ"" Cover Will Make You Feel Some Type Of Way"
1,For Everyone Who Just Wants To Wear Cat Ears On Halloween
1,We All Need The D Says This Hilariously Awkward Yukon Government Ad
0,10-year-old child takes grandmother's car for 85 Km drive
1,This Facebook Post About A Love Story From The 1970s Has Gone Massively Viral
1,21 Lies All Men Have Told About Sex
0,Turkmenistan President Niyazov dies of heart condition
0,Sony and Toshiba Shares Fall Sharply
0,Tibetans demand that China release Panchen Lama boy
0,UnitedHealth Buoyed by Revenue Gain
1,Iraq Just Held Its First Beauty Pageant In More Than 40 Years
1,This Beautiful Short Film Shows The Life Of A Villager Working In Mumbai
1,Here's Why People Are Upset At Amazon's New Seattle Bookstore
1,This Dog Loves Leaves More Than You Love Anything
0,"Mobile operator Orange bills French doctor €160,000 for one month of Internet use"
1,33 Questions White People Have For White People
0,Louisville Has Too Much of Everything for Arizona
1,Getting A Phone Call In 2016
1,"Weird Ways Guys Say ""I Love You"""
0,Alaska senator Ted Stevens indicted in corruption scandal
0,Twenty dead after double suicide bombing in Iraq
0,US military confirms three deaths after B-52 crash off Guam
0,Steelers Shared Resources With 2 Teams During World War II
0,Clerics May Be Key to Outcome of Unrest
0,New Zealand secures hosting rights of World Netball Championships in 2007
0,New Exodus Fuels Concerns in Pakistan
1,Why I Wait A Day Before I Debate My Faith In The Public Square
1,"13 Adam Hills Rants By On ""The Last Leg"" That Nailed It"
1,Do You Belong In England Or Scotland
1,62 Breathtaking Images From Rio De Janeiro's Carnival
1,Can We Guess What Kind Of Porn You Like
1,What Will Your 2016 Good Luck Symbol Be
0,Somali hospital hit by shells after continued unrest
1,Are Your Home Movie Watching Habits Weird
1,20 Kids Who Are Definitely Going Places
1,Is This Girl In A Girl Group
1,7 Adorable Crossbreed Dogs You Never Knew Existed
1,This TV Show Is The Period Drama You Should Be Watching
0,Angry Ads Seek to Channel Consumer Outrage
1,"Here's What A Live TV Production Of ""Grease 2"" Should Look Like"
1,"Which Zodiac Should You Date Based On Your Favourite ""Game Of Thrones"" House"
0,Author Robert Asprin dead at 61
1,22 Highly Sexual Words You Didn't Know You Needed
0,Murder charge dropped against US Marine who admitted killing Iraqi detainee
0,All It Takes Is a Win for Mexico to Exhale
0,Egypt protests: Army say they will not use force on demonstrators as Mubarak announces cabinet
0,"Iraqi insurgents guilty of war crimes, says Human Rights Watch"
1,Some Lucky Muggles Are Having Christmas Dinner In The Great Hall At Hogwarts
0,English actress Elizabeth Taylor dies at age 79
0,Japan earthquake shifts Earth's axis 10 centimetres
1,"9 WTF Questions ""Double, Double, Toil And Trouble"" Left Unanswered"
0,Taliban publicize video of captured U.S. soldier Bowe Bergdahl
1,19 Quick And Healthy Salmon Dinners That Anybody Can Make
1,Here Are The Best Places To Get Your Underwear
0,Pakistan Taliban say Baitullah Mehsud is dead
1,Do You Have The Best Photo Of A Kid Freaking Out With Santa
1,24 Pictures That Will Make Runners Laugh Then Put On Their Sneakers
1,17 Cities Every Thirtysomething Should Pick Up And Move To
1,19 Ridiculously Funny Church Signs
0,Balancing Needles and Cigars
1,18 Times The Upgrade Meme Was Real AF
1,"19 Times ""It's Always Sunny In Philadelphia"" Was Beyond Hilarious"
0,David Miliband to resign as MP for job at non-profit
0,Norway takes action to prevent a possible bird flu epidemic
0,Moscow gas pipeline catches fire
1,19 Times All The Happiness Was Sucked Out Of The World
1,Women Reveal Their First Encounter With Porn
0,England remembers Bobby Robson
1,Seasonal Allergy Problems
1,7 Mental Health Resources For When You're Feeling Helpless
1,17 Last-Minute Super Bowl Recipes That You Need In Your Life
1,21 Outfits 2000s Girls Lusted After
1,10 Incredibly Cute Ways To Give A Gift Card
1,"Fuck, Marry, Kill: The Girl Names Edition"
1,I Turned My Flat Into A Goddamn Ball Pool And You Can Too
0,Energy Dept. Said to Err on Coal Project
0,Once-Clear Thoughts Are Clouded
1,"Guess How Many Times Gigi Hadid Touched Her Hair In ""How Deep Is Your Love"""
0,"Copenhagen climate conference ends with ""meaningful agreement"""
1,"How Well Do You Actually Remember The ""Home Alone"" Booby Traps"
1,14 Texts All Ride Or Die Friends Send
0,David Cameron elected new UK Conservative Leader
0,Queensland Premier aims for a move to Australian federal politics
1,24 Heat-Activated Mugs You Never Knew You Needed
0,League table of world universities published: top three from USA
0,New Zealand policeman caught speeding discharged
0,2008 DRAMeXchange Compuforum: Global DRAM market to be changed majorly
1,17 Products That Prove You're Raising Your Kids In The Damn Future
1,If Gordon Ramsay's Insults Were Motivational Posters
0,British Columbia helicopter crash kills 4
0,50 arrested ahead of Swaziland democracy protests
1,How Many Wes Craven Films Have You Seen
0,"Multiple extremist attacks in Mumbai, India kill dozens, injure hundreds"
0,Google now worth over $80 billion
1,"Which ""Law And Order: SVU"" Character Are You Based On Your Zodiac"
